label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
optimizer:GA,2,Genetic Algorithm,". Conventional spatial-domain filters have been frequently used because they are simple and computationally inexpensive. Yousefi Moteghaed et al. investigated biomedical image denoising using a sequence of filters selected through a hybrid Genetic Algorithm and Particle Swarm Optimization approach. Their work considered multiple filters and evaluated performance using PSNR, RMSE, and SSIM [10]. Kockanat and Karaboga studied medical image denoising using metaheuristic optimization, where Genet",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimizer:GA,2,Genetic Algorithm,"rithm and Particle Swarm Optimization approach. Their work considered multiple filters and evaluated performance using PSNR, RMSE, and SSIM [10]. Kockanat and Karaboga studied medical image denoising using metaheuristic optimization, where Genetic Algorithm (GA), Differential Evolution (DE), Particle Swarm Optimization (PSO), and Artificial Bee Colony (ABC) were used to optimize 2D FIR filter coefficients for ultrasound image denoising [11]. Goel et al. further applied Black Widow Optimizatio",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimizer:Differential Evolution,2,Differential Evolution,"Optimization approach. Their work considered multiple filters and evaluated performance using PSNR, RMSE, and SSIM [10]. Kockanat and Karaboga studied medical image denoising using metaheuristic optimization, where Genetic Algorithm (GA), Differential Evolution (DE), Particle Swarm Optimization (PSO), and Artificial Bee Colony (ABC) were used to optimize 2D FIR filter coefficients for ultrasound image denoising [11]. Goel et al. further applied Black Widow Optimization to tune enhancement and fil",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimization_role:threshold selection,2,threshold selection,"ising, with performance assessed using paired statistical significance tests. The remainder of this paper is organized as follows. Section II reviews related work on medical image denoising, wavelet-based methods, and optimization-assisted threshold selection. Section III describes the proposed HHO-SWT methodology, including the noise model, SWT framework, threshold formulation, optimization procedure, baseline methods, and evaluation metrics. Section IV presents the experimental results and di",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimization_role:threshold selection,2,threshold selection,"the relevance of wavelet-domain filtering, but they also indicate that fixed wavelet settings may not provide consistent performance for different images and noise levels. Several researchers have therefore focused on adaptive or optimized threshold selection in the wavelet domain. Aravindan et al. proposed a medical image denoising scheme using DWT and Social Spider Optimization, where optimization was used to improve wavelet coefficient selection under different noise conditions [7]. Benhassi",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimization_role:image reconstruction,2,image reconstruction,"ods have been widely investigated[13]. Wavelet-based denoising is one of the most commonly used approaches because it decomposes the image into approximation and detail components, allowing noise-dominant coefficients to be modified before image reconstruction[14]. Mittal et al. applied stationary wavelet transform for enhancement and denoising of medical images and reported improvement using entropy and standard deviation-based analysis [6]. Patil and Bhosale compared wavelet-based denoising me",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:PSNR,1,PSNR,". The tuned method is compared with noisy input, median filtering, Wiener filtering, bilateral filtering, and a Fixed SWT baseline across nine ultrasound images. Across 36 held-out test cases, the proposed HHO-SWT framework achieved a mean PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, mean EPI by 0.046, and reduced the mean RMSE from",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:MSE,5,MSE,"ution of the SWT framework from the additional contribution of HHO-based threshold-parameter tuning. I. Evaluation Metrics Method performance is quantified using full-reference image-quality metrics. Pixel-level fidelity is evaluated using MSE, RMSE, PSNR, and SNR. Structural similarity is assessed using SSIM, while edge preservation is evaluated using the Edge Preservation Index (EPI). In this work, EPI is computed as the normalized correlation between Sobel gradient-magnitude",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:SSIM,1,SSIM,"mpared with noisy input, median filtering, Wiener filtering, bilateral filtering, and a Fixed SWT baseline across nine ultrasound images. Across 36 held-out test cases, the proposed HHO-SWT framework achieved a mean PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, mean EPI by 0.046, and reduced the mean RMSE from 0.0397 to 0.0348, demon",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:Entropy,2,entropy,"n and detail components, allowing noise-dominant coefficients to be modified before image reconstruction[14]. Mittal et al. applied stationary wavelet transform for enhancement and denoising of medical images and reported improvement using entropy and standard deviation-based analysis [6]. Patil and Bhosale compared wavelet-based denoising methods for Gaussian-noise-corrupted multimodal medical images and evaluated the results using RMSE, SNR, PSNR, and execution time [15]. In ultra",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:Correlation,5,correlation,". Pixel-level fidelity is evaluated using MSE, RMSE, PSNR, and SNR. Structural similarity is assessed using SSIM, while edge preservation is evaluated using the Edge Preservation Index (EPI). In this work, EPI is computed as the normalized correlation between Sobel gradient-magnitude maps of the reference and denoised images. IV. Results and Discussion The batch run completed successfully for all nine images using MATLAB. Across all 36 held-out synthetic test cases, HHO-SWT achieved the",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
metric:Execution time,2,execution time,"ted improvement using entropy and standard deviation-based analysis [6]. Patil and Bhosale compared wavelet-based denoising methods for Gaussian-noise-corrupted multimodal medical images and evaluated the results using RMSE, SNR, PSNR, and execution time [15]. In ultrasound images, Vilimek et al. performed a comparative analysis of wavelet transform filtering systems and showed that the denoising result depends on the selected wavelet system, type of ultrasound data, and filtering configur",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
attack:noise attack,1,Poisson noise,"re fine anatomical structures resulting in increased chances of misdiagnosis. Among the various sources of image degradation, noise remains one of the major issues. For instance, MRI suffers from Rician noise [1], CT images are degraded by Poisson noise [2], and ultrasound images are affected by multiplicative speckle noise [3]. Unlike natural photographs, medical images cannot afford any loss of detail, thus it needs a strict balance between noise reduction and preserving important detai",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
fitness_objective,1,maximize,"rvation remains challenging. Moreover, the choice of shrinkage function is important because discontinuous hard thresholding may introduce abrupt artifacts, whereas smoother thresholding functions can provide visually more stable reconstructions[5,7,8]. This motivates the use of optimization to search for problem-specific threshold parameters that maximize denoising quality as per objective. Nature-inspired metaheuristic algorithms have become a standard tool for exactly this class of problem: high-dimensional, non-convex, and often nondifferentiable search spaces where gradient-based optimization is unsuitable. Harris Hawks Optimization (HHO), introduced by Heidari et al. in 2019, is a p...",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
fitness_objective,2,fitness function,"s, in place of manually fixed or heuristically derived threshold rules. The principal contributions of this work are summarized as follows: • A hybrid HHO-SWT denoising framework is proposed in which HHO adaptively optimizes SWT thresholding parameters instead of relying on fixed or manually selected threshold values. • A composite multi-criterion fitness function is designed by combining PSNR, SSIM, Edge Preservation Index (EPI), and artifact-consistency information to balance noise suppression, structural similarity, edge retention, and residual-artifact control. • The proposed framework evaluates multiple SWT configurations involving different wavelet families, direct/log-domain proces...",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
fitness_objective,3,fitness function,"le noise of a specified variance to produce a noisy observation Y. For each image, eighteen outer configurations are examined, formed by the combination of wavelet basis, processing mode, and shrinkage rule. For each configuration, HHO is applied on the tuning-variance case to search for the threshold-scaling parameters that maximize the composite fitness function described in a later section. The best-performing configuration, consisting of both the selected outer configuration and the optimized continuous parameters, is retained as the HHO-SWT model and subsequently applied unchanged to the held-out test cases. The tuning case is also re-evaluated for completeness. In parallel, a fixed-...",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
fitness_objective,3,maximize,"ed with synthetic speckle noise of a specified variance to produce a noisy observation Y. For each image, eighteen outer configurations are examined, formed by the combination of wavelet basis, processing mode, and shrinkage rule. For each configuration, HHO is applied on the tuning-variance case to search for the threshold-scaling parameters that maximize the composite fitness function described in a later section. The best-performing configuration, consisting of both the selected outer configuration and the optimized continuous parameters, is retained as the HHO-SWT model and subsequently applied unchanged to the held-out test cases. The tuning case is also re-evaluated for completeness...",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
fitness_objective,4,Fitness Function,"followed by final clamping to the specified bounds. To reduce the effect of stochastic variation, three independent HHO repeats are performed for each of the eighteen outer configurations. The configuration and continuous parameter set achieving the highest tuning fitness are selected as the HHO-SWT model for the corresponding image. G. Composite Fitness Function HHO is guided by a single scalar fitness value computed for each candidate parameter vector on the tuning-variance case: Fitness = wP·P̂ + wS·SSIM + wE·EPI + wA·A, Where, (wP, wS, wE, wA) = (0.40, 0.35, 0.15, 0.10) and, P̂ = �������,60 60 normalizes PSNR to the unit interval, SSIM denotes the structural similarity index between t...",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,1,PSNR of 29.354 dB,"ering, Wiener filtering, bilateral filtering, and a Fixed SWT baseline across nine ultrasound images. Across 36 held-out test cases, the proposed HHO-SWT framework achieved a mean PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, me",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,1,PSNR by 1.257 dB,"mework achieved a mean PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, mean EPI by 0.046, and reduced the mean RMSE from 0.0397 to 0.0348, demonstrating that adaptive HHO-based optimization of SWT thresholding parameters enhances",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,2,"PSNR, RMSE, and SSIM [10","a sequence of filters selected through a hybrid Genetic Algorithm and Particle Swarm Optimization approach. Their work considered multiple filters and evaluated performance using PSNR, RMSE, and SSIM [10]. Kockanat and Karaboga studied medical image denoising using metaheuristic optimization, where Genetic Algorithm (GA), Differential Evolution (DE), Particle Swarm Optimization (P",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,1,SSIM of 0.807,"bilateral filtering, and a Fixed SWT baseline across nine ultrasound images. Across 36 held-out test cases, the proposed HHO-SWT framework achieved a mean PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, mean EPI by 0.046, and",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,1,SSIM by 0.018,"PSNR of 29.354 dB, mean SSIM of 0.807, mean EPI of 0.852, and mean RMSE of 0.0348. Relative to the Fixed SWT baseline, the proposed method improved the mean PSNR by 1.257 dB, mean SSIM by 0.018, mean EPI by 0.046, and reduced the mean RMSE from 0.0397 to 0.0348, demonstrating that adaptive HHO-based optimization of SWT thresholding parameters enhances denoising performan",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,4,"SSIM + wE·EPI + wA·A, Where, (wP, wS, wE, wA) = (0.40","image. G. Composite Fitness Function HHO is guided by a single scalar fitness value computed for each candidate parameter vector on the tuning-variance case: Fitness = wP·P̂ + wS·SSIM + wE·EPI + wA·A, Where, (wP, wS, wE, wA) = (0.40, 0.35, 0.15, 0.10) and, P̂ = �������,60 60 normalizes PSNR to the unit interval, SSIM denotes the structural similarity index between the denoised and reference images, EPI denote",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
reported_result,2,entropy and standard deviation-based analysis [6,"s to be modified before image reconstruction[14]. Mittal et al. applied stationary wavelet transform for enhancement and denoising of medical images and reported improvement using entropy and standard deviation-based analysis [6]. Patil and Bhosale compared wavelet-based denoising methods for Gaussian-noise-corrupted multimodal medical images and evaluated the results using RMSE, SNR, PSNR, and execution",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,1,remains challenging,"ition level, shrinkage function, and threshold magnitudes. Though adaptive thresholding rules such as SureShrink and BayesShrink estimate thresholds using observed coefficients or subband-level noise characteristics, achieving an optimal balance between noise suppression and structural preservation remains challenging. Moreover, the choice of shrinkage function is important because discontinuous hard thresholding may introduce abrupt artifacts, whereas smoother thresholding functions can provide visually more stable reconstructions[5,7,8]. This motivates the use of optimization to search for problem-specific thr",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,2,limitations,"shold selection. Section III describes the proposed HHO-SWT methodology, including the noise model, SWT framework, threshold formulation, optimization procedure, baseline methods, and evaluation metrics. Section IV presents the experimental results and discussion. Section V concludes the paper with limitations and future research directions. II. Related Work The selection of an appropriate denoising strategy is closely related to the type of noise present in the medical image and the way useful structural information is preserved. Several studies have therefore examined medical image denoising from the v",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,2,limitations,"power-law enhancement, sharpening filtering, and speckle filtering, for medical image noise reduction[12]. These studies show that spatial filters can be effective as basic denoising tools, but their performance depends strongly on the selected filter structure and parameter values. To overcome the limitations of direct spatial filtering, transform-domain methods have been widely investigated[13]. Wavelet-based denoising is one of the most commonly used approaches because it decomposes the image into approximation and detail components, allowing noise-dominant coefficients to be modified before image rec",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,2,future research,"Section III describes the proposed HHO-SWT methodology, including the noise model, SWT framework, threshold formulation, optimization procedure, baseline methods, and evaluation metrics. Section IV presents the experimental results and discussion. Section V concludes the paper with limitations and future research directions. II. Related Work The selection of an appropriate denoising strategy is closely related to the type of noise present in the medical image and the way useful structural information is preserved. Several studies have therefore examined medical image denoising from the viewpoint of noise ch",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,7,limitations,"compared with Fixed SWT, while preserving structural details. Improvements were strongest in benign and normal images, with more modest gains in malignant cases. Although the quantitative and visual results support the effectiveness of HHO-SWT under the controlled syntheticspeckle setting, several limitations should be noted. First, the experiment uses a compact subset of nine breast ultrasound images, so the results should be interpreted as a controlled pilot evaluation. Second, speckle noise is synthetically generated with known variance; therefore, the results do not directly establish performance on",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,7,Future Work,"International Journal of Research Publication and Reviews, Vol 7, Issue 7, pp 754-761 July, 2026 760 V. Conclusion and Future Work This study proposed an HHO-tuned SWT framework for speckle-noise reduction in breast ultrasound images. By adaptively optimizing threshold parameters, the method outperformed basic baselines across 36 test cases, improving PSNR by 1.257 dB and reducing the pooled mean RMSE from 0.0397 to 0.0348 com",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
limitations_future_work,7,Future work,"s should be interpreted as a controlled pilot evaluation. Second, speckle noise is synthetically generated with known variance; therefore, the results do not directly establish performance on real acquisition noise. Third, the comparison is limited to basic spatial filters and a fixed SWT baseline. Future work should include larger datasets, real ultrasound speckle assessment, stronger despeckling baselines, and clinical or observer-based validation. REFERENCES [1] K. Thiruvenkadam, A. Thiyagarajan, and S. Padmanaban, ""A Rician noise prediction and removal model for MRI head scans using wavelet based non",30,An Enhanced Medical Image Denoising Approach Using Harris Hawks Optimization Algorithm with Transform-Based Filtering,10.55248/gengpi.07.0726.19107,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\030_2026_An_Enhanced_Medical_Image_Denoising_Approach_Using_Harris_Hawks_Optimization_Algorithm_with_Transform-Based_Filtering.pdf
optimizer:HHO,1,Harris Hawks Optimization,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-§y Zones Ya Su Tongji University Ying Dai Tongji University Yi Liu (  liuyi@tongji.edu.cn ) Tongji University Research Article Keywords: Hybrid parallel harr,31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:HHO,1,harris hawks optimization,"tion Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-§y Zones Ya Su Tongji University Ying Dai Tongji University Yi Liu (  liuyi@tongji.edu.cn ) Tongji University Research Article Keywords: Hybrid parallel harris hawks optimization, Oppositional learning, Smoothing technique, Parallel optimization mechanism, Reentry trajectory optimization Posted Date: May 27th, 2021 DOI: https://doi.org/10.21203/rs.3.rs-554106/v1 License:   This work is licensed under a Creative C",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:PSO,3,Particle swarm optimization,"standard forms of EAs. The second category is SI based techniques, which imitate the intelligent social behavior of animal groups. Besides they collect and utilize the full information about search space with the progress of algorithm. Particle swarm optimization (PSO) (Eberhart and Kennedy 1995) and artificial bee colony (ABC) (Karaboga and Basturk 2007) can be regarded as the representative algorithms of SI. Several recent SI algorithms have also been proposed, such as grey wolf optimizer (GWO)",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
